"hh","u","v","IntegrationTime","Velocity:0","Velocity:1","Velocity:2","Vorticity:0","Vorticity:1","Vorticity:2","Rotation","AngularVelocity","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
11.813,98.863,2.952e-007,-1.7815e+007,-2.4466e-007,5.4058e-008,0,0,0,0,0,0,7.9662e-009,3.562e-008,1,7.7154,1.9272,0
11.743,98.765,2.7461e-007,-1.8944e+007,-2.4466e-007,5.4058e-008,0,0,0,0,0,0,7.6882e-009,3.5681e-008,1,7.9916,1.8662,0
11.668,98.601,2.5156e-007,-2.0073e+007,-2.5842e-007,5.3514e-008,0,0,0,0,0,0,7.3706e-009,3.5748e-008,1,8.2684,1.808,0
11.592,98.398,2.3354e-007,-2.1145e+007,-2.7076e-007,5.3514e-008,0,0,0,0,0,0,7.6689e-009,3.8672e-008,1,8.5456,1.7519,0
11.513,98.152,2.1782e-007,-2.2169e+007,-2.834e-007,5.1974e-008,0,0,0,0,0,0,7.8201e-009,4.1415e-008,1,8.8233,1.698,0
11.432,97.848,1.979e-007,-2.3151e+007,-2.834e-007,5.1974e-008,0,0,0,0,0,0,7.3482e-009,4.1501e-008,1,9.1015,1.647,0
11.348,97.487,1.853e-007,-2.4133e+007,-2.9552e-007,3.4195e-008,0,0,0,0,0,0,5.9543e-009,4.1724e-008,1,9.3803,1.5994,0
11.263,96.963,2.021e-007,-2.5084e+007,-3.068e-007,3.0281e-008,0,0,0,0,0,0,4.4755e-009,4.1909e-008,1,9.6613,1.5671,0
11.176,96.369,2.106e-007,-2.6001e+007,-3.068e-007,3.0281e-008,0,0,0,0,0,0,3.936e-009,4.1963e-008,1,9.9428,1.5393,0
11.087,95.729,2.2348e-007,-2.6918e+007,-3.1691e-007,2.5494e-008,0,0,0,0,0,0,3.5512e-009,4.1997e-008,1,10.224,1.5143,0
10.997,95.052,1.7972e-007,-2.7808e+007,-3.1993e-007,2.5494e-008,0,0,0,0,0,0,3.0099e-009,4.2039e-008,1,10.506,1.4916,0
10.993,95.021,1.7851e-007,-2.7845e+007,-3.2552e-007,1.9912e-008,0,0,0,0,0,0,2.6113e-009,4.2066e-008,1,10.518,1.4909,0
10.901,94.272,1.7415e-007,-2.8712e+007,-3.2606e-007,1.9912e-008,0,0,0,0,0,0,2.3624e-009,4.2081e-008,1,10.801,1.4736,0
10.808,93.483,1.748e-007,-2.9578e+007,-3.323e-007,1.3672e-008,0,0,0,0,0,0,1.9447e-009,4.2102e-008,1,11.083,1.4592,0
10.714,92.662,1.7633e-007,-3.0428e+007,-3.3698e-007,6.9596e-009,0,0,0,0,0,0,1.3059e-009,4.2127e-008,1,11.366,1.4475,0
10.619,91.769,1.7424e-007,-3.1268e+007,-3.3242e-007,6.9596e-009,0,0,0,0,0,0,6.5763e-010,4.2142e-008,1,11.648,1.4417,0
10.523,90.847,1.7823e-007,-3.2118e+007,-3.3938e-007,0,0,0,0,0,0,0,6.5763e-010,4.2142e-008,1,11.931,1.4387,0
12.346,83.463,1.6772e-007,0,-1.5597e-007,1.0399e-007,0,0,0,0,0,0,0,0,1,6,4,0
12.289,84.455,2.3799e-007,-1.5088e+006,-1.6822e-007,1.1152e-007,0,0,0,0,0,0,0,0,1,6.2357,3.8437,0
12.231,85.396,3.0385e-007,-2.9103e+006,-1.8914e-007,1.1152e-007,0,0,0,0,0,0,0,0,1,6.4738,3.6911,0
12.169,86.194,3.1698e-007,-4.1985e+006,-1.8914e-007,1.0391e-007,0,0,0,0,0,0,0,0,1,6.7186,3.5496,0
12.105,86.86,2.6608e-007,-5.5092e+006,-2.0908e-007,1.0391e-007,0,0,0,0,0,0,0,0,1,6.9692,3.4185,0
12.039,87.528,2.1627e-007,-6.7206e+006,-2.2442e-007,1.0906e-007,0,0,0,0,0,0,0,0,1,7.219,3.2859,0
11.969,88.03,1.9245e-007,-7.8542e+006,-2.2442e-007,9.6809e-008,0,0,0,0,0,0,6.0261e-009,1.3628e-008,1,7.475,3.1656,0
11.897,88.397,2.3513e-007,-9.0114e+006,-2.4284e-007,9.6809e-008,0,0,0,0,0,0,8.0249e-009,1.9486e-008,1,7.7362,3.0572,0
11.823,88.731,2.8224e-007,-1.0093e+007,-2.4091e-007,9.8736e-008,0,0,0,0,0,0,7.7649e-009,1.9591e-008,1,7.998,2.9502,0
11.821,88.739,2.8341e-007,-1.0128e+007,-2.5894e-007,9.8736e-008,0,0,0,0,0,0,7.5319e-009,1.9681e-008,1,8.0065,2.9469,0
11.742,88.963,3.1714e-007,-1.1149e+007,-2.5894e-007,9.8736e-008,0,0,0,0,0,0,8.7196e-009,2.4292e-008,1,8.2708,2.8462,0
11.663,89.067,3.1856e-007,-1.217e+007,-2.756e-007,8.0905e-008,0,0,0,0,0,0,1.0014e-008,3.178e-008,1,8.5386,2.7559,0
11.581,89.05,2.9352e-007,-1.3154e+007,-2.8914e-007,8.0905e-008,0,0,0,0,0,0,1.0059e-008,3.5087e-008,1,8.81,2.6763,0
11.553,89.021,2.8387e-007,-1.3464e+007,-2.8914e-007,8.0905e-008,0,0,0,0,0,0,1.0624e-008,3.7966e-008,1,8.8995,2.6512,0
11.552,89.02,2.8329e-007,-1.3483e+007,-2.8914e-007,8.0905e-008,0,0,0,0,0,0,1.1358e-008,4.0588e-008,1,8.9049,2.6497,0
11.55,89.018,2.827e-007,-1.3502e+007,-2.8914e-007,8.0905e-008,0,0,0,0,0,0,1.1358e-008,4.0588e-008,1,8.9104,2.6482,0
11.548,89.016,2.8211e-007,-1.352e+007,-2.8914e-007,8.0905e-008,0,0,0,0,0,0,1.1357e-008,4.0588e-008,1,8.9158,2.6467,0
11.547,89.014,2.8153e-007,-1.3539e+007,-2.8914e-007,8.0905e-008,0,0,0,0,0,0,1.1357e-008,4.0588e-008,1,8.9213,2.6451,0
11.545,89.013,2.8094e-007,-1.3558e+007,-2.8914e-007,8.0905e-008,0,0,0,0,0,0,1.1357e-008,4.0588e-008,1,8.9267,2.6436,0
11.543,89.011,2.8035e-007,-1.3577e+007,-2.8914e-007,8.0905e-008,0,0,0,0,0,0,1.1358e-008,4.0588e-008,1,8.9322,2.6421,0
11.541,89.009,2.7977e-007,-1.3596e+007,-2.8914e-007,8.0905e-008,0,0,0,0,0,0,1.1357e-008,4.0588e-008,1,8.9376,2.6406,0
11.54,89.007,2.7918e-007,-1.3615e+007,-2.8914e-007,8.0905e-008,0,0,0,0,0,0,1.1357e-008,4.0588e-008,1,8.9431,2.639,0
11.538,89.006,2.7859e-007,-1.3633e+007,-2.8914e-007,8.0905e-008,0,0,0,0,0,0,1.1358e-008,4.0588e-008,1,8.9485,2.6375,0
11.536,89.004,2.78e-007,-1.3652e+007,-2.8914e-007,8.0905e-008,0,0,0,0,0,0,1.1358e-008,4.0588e-008,1,8.954,2.636,0
11.535,89.002,2.7742e-007,-1.3671e+007,-2.8914e-007,8.0905e-008,0,0,0,0,0,0,1.1358e-008,4.0588e-008,1,8.9594,2.6345,0
11.533,89,2.7683e-007,-1.369e+007,-2.8914e-007,8.0905e-008,0,0,0,0,0,0,1.1217e-008,4.0627e-008,1,8.9649,2.6329,0
11.531,88.998,2.7527e-007,-1.3709e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.0934e-008,4.0704e-008,1,8.9703,2.6314,0
11.53,88.996,2.7245e-007,-1.3727e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.0794e-008,4.0741e-008,1,8.9758,2.63,0
11.528,88.993,2.6963e-007,-1.3746e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.0794e-008,4.0741e-008,1,8.9813,2.6285,0
11.526,88.99,2.6682e-007,-1.3765e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.0794e-008,4.0741e-008,1,8.9867,2.6271,0
11.524,88.988,2.64e-007,-1.3784e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.1449e-008,4.3212e-008,1,8.9922,2.6257,0
11.523,88.985,2.6119e-007,-1.3802e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.2658e-008,4.7773e-008,1,8.9977,2.6242,0
11.521,88.983,2.5837e-007,-1.3821e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.2658e-008,4.7773e-008,1,9.0031,2.6228,0
11.519,88.98,2.5556e-007,-1.384e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.322e-008,4.9898e-008,1,9.0086,2.6213,0
11.518,88.977,2.5274e-007,-1.3858e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.322e-008,4.9898e-008,1,9.0141,2.6199,0
11.516,88.975,2.4993e-007,-1.3877e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.3222e-008,4.9897e-008,1,9.0195,2.6184,0
11.514,88.972,2.4711e-007,-1.3896e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.3222e-008,4.9897e-008,1,9.025,2.617,0
11.512,88.969,2.443e-007,-1.3914e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.322e-008,4.9898e-008,1,9.0305,2.6155,0
11.511,88.967,2.4148e-007,-1.3933e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.322e-008,4.9898e-008,1,9.0359,2.6141,0
11.509,88.964,2.3867e-007,-1.3952e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.322e-008,4.9898e-008,1,9.0414,2.6126,0
11.507,88.961,2.3585e-007,-1.397e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.376e-008,5.1935e-008,1,9.0469,2.6112,0
11.506,88.959,2.3304e-007,-1.3989e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.4781e-008,5.5787e-008,1,9.0523,2.6097,0
11.504,88.956,2.3022e-007,-1.4008e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.4781e-008,5.5787e-008,1,9.0578,2.6083,0
11.502,88.954,2.274e-007,-1.4027e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.4781e-008,5.5787e-008,1,9.0633,2.6068,0
11.5,88.951,2.2459e-007,-1.4045e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.5265e-008,5.7617e-008,1,9.0687,2.6054,0
11.499,88.948,2.2177e-007,-1.4064e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.5266e-008,5.7617e-008,1,9.0742,2.6039,0
11.497,88.946,2.1896e-007,-1.4083e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.5267e-008,5.7616e-008,1,9.0797,2.6025,0
11.495,88.943,2.1614e-007,-1.4101e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.5265e-008,5.7617e-008,1,9.0852,2.601,0
11.494,88.94,2.1333e-007,-1.412e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.5265e-008,5.7617e-008,1,9.0906,2.5996,0
11.492,88.938,2.1051e-007,-1.4139e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.5265e-008,5.7617e-008,1,9.0961,2.5981,0
11.49,88.935,2.077e-007,-1.4157e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.5267e-008,5.7616e-008,1,9.1016,2.5967,0
11.488,88.933,2.0488e-007,-1.4176e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.5266e-008,5.7617e-008,1,9.107,2.5952,0
11.487,88.93,2.0207e-007,-1.4195e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.5265e-008,5.7617e-008,1,9.1125,2.5938,0
11.485,88.927,1.9925e-007,-1.4213e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.5265e-008,5.7617e-008,1,9.118,2.5923,0
11.483,88.925,1.9644e-007,-1.4232e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.5265e-008,5.7617e-008,1,9.1234,2.5909,0
11.482,88.922,1.9362e-007,-1.4251e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.5266e-008,5.7617e-008,1,9.1289,2.5894,0
11.48,88.919,1.908e-007,-1.427e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.5267e-008,5.7616e-008,1,9.1344,2.588,0
11.478,88.917,1.8799e-007,-1.4288e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.5267e-008,5.7616e-008,1,9.1398,2.5865,0
11.476,88.914,1.8517e-007,-1.4307e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.5265e-008,5.7617e-008,1,9.1453,2.5851,0
11.475,88.911,1.8236e-007,-1.4326e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.5265e-008,5.7617e-008,1,9.1508,2.5836,0
11.473,88.909,1.7954e-007,-1.4344e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.5267e-008,5.7616e-008,1,9.1562,2.5822,0
11.471,88.906,1.7673e-007,-1.4363e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.5266e-008,5.7617e-008,1,9.1617,2.5807,0
11.47,88.904,1.7391e-007,-1.4382e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.5265e-008,5.7617e-008,1,9.1672,2.5793,0
11.468,88.901,1.711e-007,-1.44e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.5265e-008,5.7617e-008,1,9.1726,2.5778,0
11.466,88.898,1.6828e-007,-1.4419e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.5265e-008,5.7617e-008,1,9.1781,2.5764,0
11.465,88.896,1.6547e-007,-1.4438e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.5736e-008,5.939e-008,1,9.1836,2.5749,0
11.463,88.893,1.6265e-007,-1.4456e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.6636e-008,6.2786e-008,1,9.189,2.5735,0
11.461,88.89,1.5984e-007,-1.4475e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.6636e-008,6.2786e-008,1,9.1945,2.572,0
11.459,88.888,1.5702e-007,-1.4494e+007,-2.9254e-007,7.7509e-008,0,0,0,0,0,0,1.6795e-008,6.4489e-008,1,9.2,2.5706,0
11.458,88.884,1.5745e-007,-1.4513e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6493e-008,6.4567e-008,1,9.2055,2.5692,0
11.456,88.88,1.5788e-007,-1.4531e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6493e-008,6.4567e-008,1,9.2109,2.5678,0
11.454,88.877,1.5832e-007,-1.4549e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.2164,2.5664,0
11.452,88.873,1.5875e-007,-1.4567e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6464e-008,6.4574e-008,1,9.2219,2.565,0
11.451,88.869,1.5919e-007,-1.4585e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6465e-008,6.4574e-008,1,9.2274,2.5636,0
11.449,88.865,1.5962e-007,-1.4603e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.2329,2.5622,0
11.447,88.861,1.6006e-007,-1.4621e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.2384,2.5608,0
11.445,88.858,1.6049e-007,-1.4639e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.2438,2.5594,0
11.443,88.854,1.6093e-007,-1.4657e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6464e-008,6.4574e-008,1,9.2493,2.558,0
11.442,88.85,1.6136e-007,-1.4675e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6465e-008,6.4574e-008,1,9.2548,2.5566,0
11.44,88.846,1.618e-007,-1.4693e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.2603,2.5552,0
11.438,88.843,1.6223e-007,-1.4711e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.2658,2.5538,0
11.436,88.839,1.6267e-007,-1.4729e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.2712,2.5524,0
11.435,88.835,1.631e-007,-1.4747e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6464e-008,6.4574e-008,1,9.2767,2.551,0
11.433,88.831,1.6354e-007,-1.4765e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6465e-008,6.4574e-008,1,9.2822,2.5496,0
11.431,88.827,1.6397e-007,-1.4783e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.2877,2.5482,0
11.429,88.824,1.6441e-007,-1.4801e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.2932,2.5468,0
11.427,88.82,1.6484e-007,-1.4819e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6465e-008,6.4574e-008,1,9.2987,2.5454,0
11.426,88.816,1.6528e-007,-1.4837e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6464e-008,6.4574e-008,1,9.3041,2.544,0
11.424,88.812,1.6571e-007,-1.4855e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.3096,2.5426,0
11.422,88.809,1.6615e-007,-1.4873e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.3151,2.5412,0
11.42,88.805,1.6658e-007,-1.4891e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.3206,2.5398,0
11.419,88.801,1.6702e-007,-1.4909e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6465e-008,6.4574e-008,1,9.3261,2.5384,0
11.417,88.797,1.6745e-007,-1.4927e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6464e-008,6.4574e-008,1,9.3315,2.5371,0
11.415,88.794,1.6788e-007,-1.4945e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.337,2.5357,0
11.413,88.79,1.6832e-007,-1.4963e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.3425,2.5343,0
11.411,88.786,1.6875e-007,-1.4981e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6464e-008,6.4574e-008,1,9.348,2.5329,0
11.41,88.782,1.6919e-007,-1.4999e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6464e-008,6.4574e-008,1,9.3535,2.5315,0
11.408,88.778,1.6962e-007,-1.5017e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.3589,2.5301,0
11.406,88.775,1.7006e-007,-1.5035e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.3644,2.5287,0
11.404,88.771,1.7049e-007,-1.5053e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.3699,2.5273,0
11.403,88.767,1.7093e-007,-1.5072e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6464e-008,6.4574e-008,1,9.3754,2.5259,0
11.401,88.763,1.7136e-007,-1.509e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6464e-008,6.4574e-008,1,9.3809,2.5245,0
11.399,88.76,1.718e-007,-1.5108e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6464e-008,6.4574e-008,1,9.3864,2.5231,0
11.397,88.756,1.7223e-007,-1.5126e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.3918,2.5217,0
11.395,88.752,1.7267e-007,-1.5144e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.3973,2.5203,0
11.394,88.748,1.731e-007,-1.5162e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6464e-008,6.4574e-008,1,9.4028,2.5189,0
11.392,88.744,1.7354e-007,-1.518e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6464e-008,6.4574e-008,1,9.4083,2.5175,0
11.39,88.741,1.7397e-007,-1.5198e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6464e-008,6.4574e-008,1,9.4138,2.5161,0
11.388,88.737,1.7441e-007,-1.5216e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.4192,2.5147,0
11.387,88.733,1.7484e-007,-1.5234e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6464e-008,6.4574e-008,1,9.4247,2.5133,0
11.385,88.729,1.7528e-007,-1.5252e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6464e-008,6.4574e-008,1,9.4302,2.5119,0
11.383,88.726,1.7571e-007,-1.527e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.4357,2.5105,0
11.381,88.722,1.7615e-007,-1.5288e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.4412,2.5091,0
11.38,88.718,1.7658e-007,-1.5306e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.4467,2.5077,0
11.378,88.714,1.7702e-007,-1.5324e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6464e-008,6.4574e-008,1,9.4521,2.5063,0
11.376,88.711,1.7745e-007,-1.5342e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6465e-008,6.4574e-008,1,9.4576,2.5049,0
11.374,88.707,1.7789e-007,-1.536e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.4631,2.5035,0
11.372,88.703,1.7832e-007,-1.5378e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.4686,2.5021,0
11.371,88.699,1.7876e-007,-1.5396e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6464e-008,6.4574e-008,1,9.4741,2.5007,0
11.369,88.695,1.7919e-007,-1.5414e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6464e-008,6.4574e-008,1,9.4795,2.4993,0
11.367,88.692,1.7963e-007,-1.5432e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6464e-008,6.4574e-008,1,9.485,2.4979,0
11.365,88.688,1.8006e-007,-1.545e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.4905,2.4965,0
11.364,88.684,1.805e-007,-1.5468e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6462e-008,6.4575e-008,1,9.496,2.4951,0
11.362,88.68,1.8093e-007,-1.5486e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.6465e-008,6.4574e-008,1,9.5015,2.4937,0
11.36,88.677,1.8137e-007,-1.5504e+007,-3.0402e-007,7.7509e-008,0,0,0,0,0,0,1.5865e-008,6.4724e-008,1,9.5069,2.4923,0
11.358,88.672,1.8165e-007,-1.5522e+007,-3.0939e-007,7.2138e-008,0,0,0,0,0,0,1.5196e-008,6.4884e-008,1,9.5125,2.491,0
11.356,88.666,1.819e-007,-1.554e+007,-3.0939e-007,7.2138e-008,0,0,0,0,0,0,1.5131e-008,6.49e-008,1,9.518,2.4898,0
11.355,88.661,1.8216e-007,-1.5558e+007,-3.0939e-007,7.2138e-008,0,0,0,0,0,0,1.5134e-008,6.4899e-008,1,9.5235,2.4885,0
11.353,88.656,1.8241e-007,-1.5576e+007,-3.0939e-007,7.2138e-008,0,0,0,0,0,0,1.5134e-008,6.4899e-008,1,9.529,2.4872,0
11.351,88.651,1.8266e-007,-1.5593e+007,-3.0939e-007,7.2138e-008,0,0,0,0,0,0,1.5131e-008,6.49e-008,1,9.5345,2.4859,0
11.349,88.646,1.8292e-007,-1.5611e+007,-3.0939e-007,7.2138e-008,0,0,0,0,0,0,1.5132e-008,6.4899e-008,1,9.54,2.4846,0
11.347,88.641,1.8317e-007,-1.5629e+007,-3.0939e-007,7.2138e-008,0,0,0,0,0,0,1.5134e-008,6.4899e-008,1,9.5455,2.4833,0
11.346,88.636,1.8342e-007,-1.5647e+007,-3.0939e-007,7.2138e-008,0,0,0,0,0,0,1.5134e-008,6.4899e-008,1,9.551,2.482,0
11.344,88.631,1.8368e-007,-1.5665e+007,-3.0939e-007,7.2138e-008,0,0,0,0,0,0,1.5132e-008,6.4899e-008,1,9.5565,2.4808,0
11.342,88.625,1.8393e-007,-1.5683e+007,-3.0939e-007,7.2138e-008,0,0,0,0,0,0,1.5132e-008,6.4899e-008,1,9.562,2.4795,0
11.34,88.62,1.8418e-007,-1.57e+007,-3.0939e-007,7.2138e-008,0,0,0,0,0,0,1.5132e-008,6.4899e-008,1,9.5675,2.4782,0
11.338,88.615,1.8443e-007,-1.5718e+007,-3.0939e-007,7.2138e-008,0,0,0,0,0,0,1.5131e-008,6.49e-008,1,9.5731,2.4769,0
11.337,88.61,1.8469e-007,-1.5736e+007,-3.0939e-007,7.2138e-008,0,0,0,0,0,0,1.5132e-008,6.4899e-008,1,9.5786,2.4756,0
11.335,88.605,1.8494e-007,-1.5754e+007,-3.0939e-007,7.2138e-008,0,0,0,0,0,0,1.5134e-008,6.4899e-008,1,9.5841,2.4743,0
11.333,88.6,1.8519e-007,-1.5772e+007,-3.0939e-007,7.2138e-008,0,0,0,0,0,0,1.5134e-008,6.4899e-008,1,9.5896,2.4731,0
11.331,88.595,1.8545e-007,-1.5789e+007,-3.0939e-007,7.2138e-008,0,0,0,0,0,0,1.5132e-008,6.4899e-008,1,9.5951,2.4718,0
11.329,88.59,1.857e-007,-1.5807e+007,-3.1816e-007,7.2138e-008,0,0,0,0,0,0,1.5303e-008,6.6549e-008,1,9.6006,2.4705,0
11.237,88.292,1.9902e-007,-1.6674e+007,-3.1816e-007,7.2138e-008,0,0,0,0,0,0,1.3041e-008,6.8665e-008,1,9.8764,2.4079,0
11.144,87.791,1.9657e-007,-1.7541e+007,-3.3111e-007,4.3812e-008,0,0,0,0,0,0,9.883e-009,6.919e-008,1,10.156,2.365,0
11.05,87.216,1.953e-007,-1.8388e+007,-3.3292e-007,4.3812e-008,0,0,0,0,0,0,8.1768e-009,6.9413e-008,1,10.436,2.328,0
10.953,86.538,1.8785e-007,-1.923e+007,-3.4233e-007,3.4403e-008,0,0,0,0,0,0,6.7747e-009,6.9564e-008,1,10.718,2.2988,0
10.855,85.817,1.8305e-007,-2.0052e+007,-3.5131e-007,2.3719e-008,0,0,0,0,0,0,5.5405e-009,6.9673e-008,1,10.999,2.2731,0
10.756,85.017,1.8494e-007,-2.0856e+007,-3.4599e-007,2.3719e-008,0,0,0,0,0,0,3.6654e-009,6.9796e-008,1,11.281,2.254,0
10.655,84.118,1.8224e-007,-2.1671e+007,-3.576e-007,1.2105e-008,0,0,0,0,0,0,2.4978e-009,6.9848e-008,1,11.564,2.2435,0
10.631,83.9,1.8136e-007,-2.1862e+007,-3.4874e-007,1.2105e-008,0,0,0,0,0,0,1.8041e-009,6.9869e-008,1,11.632,2.2411,0
